X,date,followers,friends,listed,predicted,retweets,source,source_cleaned,statuses,tweettopic,user,text
28143,Fri  01 Mar 2013 21:45:13 +0000,225,335,1,positive,0,UberSocial for BlackBerry,BlackBerry,1970,Android,Daobee_Uzoma,RT @LaughorYawn: Your tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA
28144,Fri  01 Mar 2013 21:45:32 +0000,1021,424,3,positive,0,UberSocial for BlackBerry,BlackBerry,29050,Android,xoubaedah,RT @LaughorYawn: Your tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA
28146,Fri  01 Mar 2013 21:48:05 +0000,194,224,0,positive,0,UberSocial for BlackBerry,BlackBerry,2667,Android,marshal1050,RT @LaughorYawn: Your tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA
28147,Fri  01 Mar 2013 21:49:11 +0000,472,210,0,positive,0,UberSocial for BlackBerry,BlackBerry,17669,Android,TeemaMaigana,RT @LaughorYawn: Your tweeting VIA ANDROID doesn't mean your IQ is higher than someone that tweets via NOKIA
28155,Fri  01 Mar 2013 21:54:40 +0000,30473,925,734,neutral,0,UberSocial for BlackBerry,BlackBerry,25481,Android,mstracylee,#doit RT @johnalessio79: Im thinking about get rid of my Android smartphone &amp; going back to a pager ....... ... http://t.co/32kF8ET86f
28165,Fri  01 Mar 2013 22:16:36 +0000,710,336,6,positive,0,UberSocial for BlackBerry,BlackBerry,122561,Android,JustinSuave,"UberSocial For Android" what an asshole :(
28166,Fri  01 Mar 2013 22:21:58 +0000,710,336,6,neutral,0,UberSocial for BlackBerry,BlackBerry,122566,Android,JustinSuave,Lol your bundles will run out an you'll be back on your bb RT @Thube_lihle: :-) RT JustinSuave "UberSocial For Android" what an asshole :(
28167,Fri  01 Mar 2013 22:28:53 +0000,282,244,0,neutral,0,UberSocial for BlackBerry,BlackBerry,39240,Android,Super_Beavs,200$ deal !!!!!! RT @DwannieD: Android phone for sale....if your interested Dm me
28176,Fri  01 Mar 2013 23:12:00 +0000,2926,770,16,positive,0,UberSocial for BlackBerry,BlackBerry,100283,Android,TheLionMint,@msafara_ that's what I was thinking. I miss a few android twitter clients
28178,Fri  01 Mar 2013 23:14:08 +0000,80,133,0,neutral,0,UberSocial for BlackBerry,BlackBerry,4054,Android,fredierror,Lu android black? RT @bimr_: Wow she's fuckin cute... let me know your name please
28187,Fri  01 Mar 2013 23:39:20 +0000,66,162,0,neutral,0,UberSocial for BlackBerry,BlackBerry,372,Android,Siwisusan,Early Bird@Centro Galaxy 2-3 March 13 Disc up to 50% 5X Points win prizes up to 54 juta:Android Tab 7.0 &amp; ... http://t.co/tp7VbszhPh
