tt1535438,29.2678571429 
tt1226271,51.8484848485 
tt0259324,27.198019802 
tt0454921,29.4 
tt0395495,22.8923884514 
tt0489070,24.5888077859 
tt0433386,22.8613861386 
tt0405676,22.6417657046 
tt0389860,21.7682215743 
tt0422720,19.7968561064 
tt0449077,18.8669482577 
tt0369441,19.3781344032 
tt0395251,19.3191881919 
tt0397535,19.3307823129 
tt0443295,19.898858075 
tt0406375,20.4583008574 
tt0386140,20.3789090909 
tt0443567,21.0 
tt0378109,21.9153365718 
tt0367652,22.2301003344 
tt0382992,22.2104930468 
tt0374536,21.9105545617 
tt0424774,21.5806997743 
tt0355702,22.3032329989 
tt0398165,22.4024717894 
tt0329774,22.2169907881 
tt0372237,22.1395577396 
tt0386588,23.1120900636 
tt0371246,22.963397466 
tt0316654,23.3909257562 
tt0363988,23.7052489906 
tt0343660,24.274788795 
tt0337741,24.5269230769 
tt0319061,24.9704166667 
tt0316396,25.6592683929 
tt0307987,26.0215622457 
tt0348836,26.4522088353 
tt0327850,26.9746935548 
tt0285823,27.2931368748 
tt0257076,27.1234984985 
tt0172156,26.5372076541 
tt0305357,26.7115185057 
tt0367046,27.0366655137 
tt0309698,27.3441336971 
tt0362107,27.7544338336 
tt0350804,28.0876534789 
tt0304328,28.3601737387 
tt0271668,28.5547182176 
tt0338450,28.440369898 
tt0297181,28.441314554 
tt0243585,29.058419244 
tt0120912,29.3223522167 
tt0280590,29.4009705793 
tt0278435,29.6842895764 
tt0145487,29.9497354497 
tt0253867,30.425990676 
tt0258000,30.406973421 
tt0287934,30.6929849475 
tt0248667,30.789767962 
tt0429253,31.0497623707 
tt0277371,30.7496594933 
tt0245674,30.2988657346 
tt0118589,30.0277563608 
tt0221218,30.1405021557 
tt0251075,30.7293195042 
tt0245686,30.811641269 
tt0183790,30.8038301007 
tt0236784,31.0111786148 
tt0239948,31.267822736 
tt0209475,31.1900047148 
tt0149624,31.4925128685 
tt0181536,31.3443223443 
tt0190865,31.4447463768 
tt0160127,31.5560758082 
tt0208092,31.6476399561 
tt0164052,31.3384549723 
tt0187393,31.5036958817 
tt0244504,31.6161934805 
tt0210616,31.9505655635 
tt0167203,31.6989754098 
tt0292930,31.8897540984 
tt0202402,32.0858186245 
tt0181151,32.5551507792 
tt0162983,32.2987732489 
tt0191754,32.5673814676 
tt0306022,32.7556561086 
tt0182789,32.9565387627 
tt0173910,33.1411511355 
tt0172493,33.3925160787 
tt0475175,33.5737672968 
tt0164912,33.7422041449 
tt0172396,34.1258660508 
tt0156934,34.1133333333 
tt0142201,34.3368121442 
tt0209189,34.30942546 
tt0145681,34.0928215538 
tt0138510,34.2167063565 
tt0120646,34.1698932513 
tt0139134,34.3903010636 
tt0134273,34.4699785561 
tt0120683,34.5682584768 
tt0149151,34.7474801061 
tt0127723,34.9968281938 
tt0120782,35.206393817 
tt0120906,35.3078804823 
tt0120008,35.4151467778 
tt0120185,35.510267472 
tt0119345,35.7299157062 
tt0119177,35.8675564682 
tt0119086,36.0374404357 
tt0119630,36.2351342168 
tt0118571,36.369168357 
tt0119654,36.5973041281 
tt0118787,36.6308466052 
tt0118615,36.2600756703 
tt0118972,35.9252306198 
tt0118750,36.1531880549 
tt0119141,36.338150289 
tt0116410,36.6197408415 
tt0117318,36.8451756478 
tt0117011,37.0142585551 
tt0116329,37.1246056782 
tt0115493,37.3455175674 
tt0117108,37.4732142857 
tt0116905,37.7953051643 
tt0115798,37.8408525202 
tt0115963,38.049162531 
tt0113872,38.1937034739 
tt0115734,38.296004936 
tt0115907,38.4699461952 
tt0116731,38.5444665544 
tt0114388,38.8587172815 
tt0112346,39.0473147726 
tt0114307,39.1545703006 
tt0113613,39.3032043531 
tt0112435,39.4597077873 
tt0113957,39.1861086376 
tt0113419,39.325203252 
tt0113071,39.5274012964 
tt0111151,39.6744254567 
tt0112851,39.6976573939 
tt0112495,39.884379562 
tt0114681,39.9151312926 
tt0109642,39.9841338526 
tt0112471,40.1896750072 
tt0113305,39.9278014184 
tt0112563,40.0597163121 
tt0110367,40.2859569649 
tt0111001,40.2359960691 
tt0110091,40.3887406991 
tt0109288,40.5129678957 
tt0110657,40.6179304566 
tt0111742,40.5137005259 
tt0109439,40.6773660284 
tt0110678,40.6583162218 
tt0110097,40.7860560492 
tt0107004,40.8592814371 
tt0107630,41.0245990758 
tt0107943,41.2000542152 
tt0108238,41.0577902923 
tt0106226,41.1282868526 
tt0107840,41.3064986737 
tt0107206,41.5618037135 
tt0107362,41.6259733404 
tt0107443,41.5854010765 
tt0106266,41.7275825905 
tt0107048,41.8715740016 
tt0107711,41.9156814343 
tt0347242,42.0365077303 
tt0104257,42.2630759247 
tt0103874,42.2984151527 
tt0104412,42.5173302409 
tt0104815,42.6227675703 
tt0101368,42.7594757805 
tt0105414,42.4553412839 
tt0104897,42.5050620096 
tt0104779,42.7097875569 
tt0104694,42.8559354106 
tt0100152,43.0054176641 
tt0105428,42.8524856358 
tt0104346,43.0374251497 
tt0105211,43.0958121039 
tt0770721,43.2113831241 
tt0103838,43.3551111663 
tt0102713,43.5304250837 
tt0102492,43.616934487 
tt0105691,43.666872073 
tt0102122,43.7854325857 
tt0101889,43.9613681102 
tt0103957,43.9298481881 
tt0102782,43.7130044843 
tt0101507,43.5768074101 
tt0102116,43.6186369625 
tt0102469,43.6503938888 
tt0207931,43.7613989019 
tt0099077,43.8145372353 
tt0101518,43.8665400142 
tt0100258,43.8759900697 
tt0100395,43.9961080316 
tt0099582,44.1141713748 
tt1707386,43.7598187311 
tt2584678,43.8678828724 
tt2584662,43.9759470137 
tt2584658,44.084011155 
tt1194173,43.9038949067 
tt1637725,43.5484641638 
tt1735898,43.3415568323 
tt1195478,43.167150838 
tt1605630,42.9385091794 
tt1440129,42.4867661475 
tt1482459,42.2258134023 
tt1599348,42.2941302946 
tt1430615,42.2783008774 
tt1524137,42.32096 
tt2190239,42.42016 
tt2190431,42.51936 
tt0471042,42.2410083325 
tt0905372,41.7716273756 
tt1634122,41.6734062307 
tt1488555,41.5773449513 
tt0409847,41.2747163695 
tt1583420,41.1759436336 
tt1657283,41.2245677523 
tt1478338,40.8205611183 
tt1596343,40.5849926435 
tt1240982,40.2611014156 
tt1411704,40.2402277772 
tt1385826,40.1575263663 
tt1830493,40.2466922339 
tt1092026,40.2800534708 
tt0881320,40.0666918929 
tt1578275,39.9112925936 
tt1688659,39.9991551676 
tt0970866,39.9445119103 
tt1814643,40.0313872022 
tt1830633,40.118542737 
tt1830748,40.205418029 
tt2343610,40.2922933209 
tt1424432,40.3356004845 
tt1438254,40.1929905678 
tt0446029,40.1556577737 
tt1323594,40.2359798073 
tt1226229,40.075136612 
tt0955308,39.8088844837 
tt1415283,39.7217445818 
tt1053424,39.5083828617 
tt0947810,39.597874225 
tt0780653,39.3067296753 
tt1216492,39.2865354468 
tt1230414,39.1641313742 
tt1220198,38.9359369647 
tt0450405,38.9402934152 
