WEO Subject Code,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NGDPD,Cambodia,n/a,n/a,n/a,n/a,n/a,n/a,0.205,0.141,0.276,0.346,0.899,2.011,2.439,2.427,2.765,3.419,3.486,3.392,3.106,3.508,3.653,3.984,4.283,4.657,5.332,6.293,7.275,8.639,10.352,10.414,11.255,12.89,14.241,15.672,17.288,19.09,21.078,23.294,25.628
NGDPD,Cameroon,7.649,8.665,8.31,8.376,8.853,9.246,12.052,13.96,14.176,12.64,12.654,14.109,12.931,13.492,8.912,9.036,10.335,10.343,9.875,10.424,9.272,9.638,10.888,13.63,15.784,16.593,17.957,20.433,23.732,22.171,22.53,25.344,25.005,28.056,29.998,32.143,34.426,36.886,39.498
NGDPD,Canada,274.425,306.856,314.233,340.677,354.297,363.032,376.462,430.211,508.42,566.955,594.733,610.515,591.451,575.281,576.1,602.131,627.053,651.061,631.518,674.394,739.657,732.904,752.631,887.805,"1,018.12","1,164.21","1,309.92","1,457.98","1,542.47","1,368.90","1,616.02","1,781.08","1,819.08","1,843.75","1,899.96","1,967.38","2,038.26","2,112.33","2,185.24"
NGDPD,Cape Verde,0.143,0.14,0.142,0.139,0.133,0.139,0.192,0.238,0.267,0.27,0.31,0.323,0.361,0.364,0.409,0.49,0.505,0.493,0.525,0.596,0.539,0.563,0.621,0.814,0.924,0.972,1.109,1.333,1.569,1.605,1.662,1.903,1.899,2.109,2.259,2.422,2.6,2.792,2.999
NGDPD,Central African Republic,0.689,0.717,0.694,0.666,0.647,0.852,1.117,1.23,1.324,1.307,1.517,1.446,1.442,1.263,0.828,1.078,0.965,0.945,1,1.002,0.885,0.897,0.963,1.11,1.257,1.337,1.461,1.698,1.985,1.982,1.986,2.196,2.172,2.385,2.577,2.763,2.964,3.171,3.404
NGDPD,Chad,0.652,0.772,0.746,0.746,0.802,0.869,1.07,1.213,1.418,1.339,1.614,1.599,1.666,1.456,1.18,1.446,1.607,1.545,1.745,1.537,1.389,1.711,1.995,2.741,4.421,5.884,6.306,7.018,8.394,7.1,8.556,10.541,10.806,12.04,13.513,14.718,14.878,15.32,15.467
NGDPD,Chile,29.307,34.7,25.873,21.016,20.437,17.524,18.839,22.219,26.193,30.172,33.546,38.612,47.04,50.333,58.074,74.843,77.678,84.846,81.545,75.253,77.995,71.293,70.114,76.104,99.286,123.072,154.708,173.064,179.524,172.109,217.312,250.994,268.177,285.703,305.542,329.93,356.245,383.579,413.172
NGDPD,China,202.458,168.367,281.28,301.803,310.686,307.017,297.59,323.973,404.149,451.311,390.279,409.165,488.222,613.223,559.224,727.947,856.084,952.649,"1,019.48","1,083.28","1,198.48","1,324.81","1,453.83","1,640.96","1,931.65","2,256.92","2,712.92","3,494.24","4,519.95","4,990.53","5,930.39","7,321.99","8,227.04","9,020.31","9,951.94","11,020.12","12,193.04","13,497.77","14,941.15"
NGDPD,Colombia,46.382,50.532,54.112,53.783,53.121,48.459,48.525,50.511,54.455,54.909,55.929,57.27,68.435,77.493,97.416,110.298,119.443,112.18,108.617,96.443,99.899,98.206,97.818,94.698,118.797,146.585,160.691,210.565,235.255,231.597,284.877,327.626,366.02,388.418,411.759,436.342,463.404,492.803,525.847
NGDPD,Comoros,0.135,0.119,0.113,0.109,0.105,0.115,0.162,0.196,0.207,0.199,0.25,0.247,0.266,0.264,0.186,0.232,0.23,0.212,0.215,0.223,0.202,0.22,0.252,0.325,0.363,0.388,0.404,0.466,0.533,0.537,0.544,0.611,0.6,0.655,0.699,0.745,0.794,0.846,0.903
NGDPD,Democratic Republic of the Congo,15.474,13.471,14.647,11.814,7.883,7.205,8.084,7.653,8.867,9.023,9.349,9.078,8.195,10.702,5.807,5.643,7.24,6.5,4.757,4.319,4.303,5.155,5.539,5.681,6.539,7.183,8.824,10.028,11.595,11.108,13.124,15.689,17.703,19.352,20.784,22.404,24.234,26.17,27.894
NGDPD,Republic of Congo,2.083,1.708,1.489,1.354,1.245,1.276,1.746,2.121,2.257,2.384,2.799,2.725,2.933,2.684,1.769,2.116,2.54,2.323,1.949,2.354,3.22,2.794,3.02,3.503,4.655,6.098,7.738,8.407,11.915,9.618,12.03,14.439,13.692,14.832,15.146,17.467,17.753,20.554,21.462
NGDPD,Costa Rica,4.831,2.624,2.607,3.147,3.661,3.923,4.404,4.533,4.614,5.225,5.71,7.159,8.575,9.638,10.557,11.714,11.845,12.828,14.101,15.795,15.947,16.404,16.844,17.518,18.595,19.965,22.526,26.322,29.838,29.383,36.218,40.87,45.134,48.886,53.65,58.868,64.217,69.671,75.6
NGDPD,C?te d'Ivoire,10.04,8.321,7.466,6.737,6.717,6.851,9.17,10.088,10.195,9.757,10.796,10.493,11.153,11.046,8.314,11.001,12.138,11.831,12.881,12.573,10.448,10.554,11.527,13.764,15.501,16.392,17.383,19.824,23.507,22.496,22.964,24.097,24.627,28.339,31.113,34.184,37.343,40.705,44.096
NGDPD,Croatia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.089,12.815,17.144,22.119,23.38,20.119,21.625,19.907,21.517,23.051,26.526,34.14,41.011,44.785,49.867,59.379,69.588,62.228,58.842,61.721,57.102,60.109,62.283,64.978,67.754,71.016,74.436
NGDPD,Cyprus,2.127,2.061,2.132,2.134,2.25,2.4,3.049,3.658,4.218,4.505,5.518,5.695,6.825,6.525,7.358,9.135,9.23,8.788,9.433,9.655,9.197,9.605,10.475,13.176,15.659,16.92,18.421,21.77,25.25,23.473,23.096,25.016,23.006,n/a,n/a,n/a,n/a,n/a,n/a
NGDPD,Czech Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.786,64.895,59.464,63.863,62.166,58.803,64.376,78.425,95.293,113.977,130.066,148.374,180.479,225.427,197.187,198.947,217.077,196.072,203.496,206.59,212.42,218.542,223.26,228.297
NGDPD,Denmark,69.709,60.374,58.937,59.205,57.715,61.204,86.366,107.366,113.23,110.059,135.839,136.695,150.195,140.626,153.594,181.985,184.437,170.437,173.653,173.944,160.082,160.476,173.881,212.623,244.728,257.676,274.377,311.418,343.881,310.545,313.139,333.696,313.637,328.035,331.947,337.037,343.982,344.622,345.265
NGDPD,Djibouti,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.462,0.478,0.466,0.492,0.498,0.494,0.503,0.514,0.541,0.556,0.577,0.596,0.628,0.666,0.709,0.769,0.848,0.984,1.049,1.129,1.239,1.354,1.456,1.567,1.694,1.837,1.993,2.161
NGDPD,Dominica,0.071,0.079,0.086,0.095,0.107,0.118,0.134,0.151,0.171,0.182,0.198,0.215,0.229,0.24,0.256,0.264,0.282,0.293,0.31,0.32,0.321,0.328,0.324,0.337,0.361,0.356,0.382,0.413,0.452,0.482,0.475,0.477,0.497,0.517,0.533,0.551,0.572,0.595,0.613
NGDPD,Dominican Republic,8.663,9.688,9.132,9.451,14.855,6.49,7.883,8.296,7.597,8.581,7.987,9.785,11.49,12.895,14.094,15.514,17.009,19.231,20.443,21.44,23.655,24.512,24.913,20.209,21.563,33.533,35.668,40.986,45.516,46.714,51.672,55.636,58.996,60.336,58.954,62.806,65.95,69.216,72.689
NGDPD,Ecuador,17.177,17.588,17.558,15.431,16.423,19.206,14.092,13.168,12.522,12.29,12.48,14.004,15.312,17.888,21.57,23.427,24.515,27.548,28.022,20.134,18.685,24.793,28.767,32.389,37.214,41.771,46.799,51.008,60.748,57.859,63.754,73.041,80.927,87.037,93.409,99.334,105.527,112.343,119.438
NGDPD,Egypt,22.371,24.499,28.986,35.43,39.837,46.45,51.429,73.571,88,109.714,91.383,46.06,42.006,47.101,51.879,60.163,67.632,75.865,84.821,89.942,99.155,95.399,87.506,81.384,78.802,89.794,107.375,130.346,162.435,188.608,218.459,235.581,256.729,264.701,268.763,285.706,312.125,343.473,375.606
NGDPD,El Salvador,3.899,3.437,3.394,3.25,2.377,2.311,2.327,2.366,2.762,3.157,4.801,5.311,5.955,6.938,8.086,9.501,10.316,11.135,12.008,12.465,13.134,13.813,14.307,15.047,15.798,17.094,18.551,20.105,21.431,20.661,21.418,23.095,23.816,24.618,25.614,26.702,27.871,29.141,30.457
NGDPD,Equatorial Guinea,0.025,0.024,0.029,0.032,0.036,0.06,0.073,0.09,0.097,0.085,0.108,0.107,0.129,0.131,0.097,0.136,0.223,0.425,0.356,0.597,1.005,1.404,1.736,2.387,4.238,6.645,7.765,10.304,15.471,10.316,12.148,16.605,17.206,16.639,16.117,14.583,14.951,14.235,13.354
NGDPD,Eritrea,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.783,0.483,0.56,0.624,0.749,0.767,0.809,0.794,0.706,0.752,0.729,0.87,1.109,1.098,1.211,1.318,1.38,1.857,2.117,2.608,3.092,3.513,3.936,4.384,4.903,5.398,5.933
NGDPD,Estonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.731,2.424,3.779,4.727,5.057,5.602,5.72,5.696,6.245,7.347,9.863,12.044,13.925,16.823,22.022,23.87,19.177,19.016,22.195,21.863,24.15,25.43,26.648,27.974,29.407,30.96
NGDPD,Ethiopia,7.332,7.524,7.916,8.8,8.315,9.738,10.115,10.812,11.204,11.787,12.505,13.828,14.591,9.078,8.077,8.371,8.763,8.845,8.02,7.87,8.176,8.16,7.791,8.558,10.054,12.307,15.165,19.553,26.642,32.25,29.684,31.715,41.906,46.306,49.715,54.407,59.241,64.223,69.624
NGDPD,Fiji,1.231,1.264,1.222,1.149,1.205,1.168,1.32,1.205,1.136,1.21,1.368,1.416,1.568,1.674,1.868,2.037,2.16,2.169,1.691,1.912,1.723,1.697,1.884,2.365,2.786,3.007,3.103,3.405,3.63,2.926,3.225,3.754,3.996,4.155,4.319,4.47,4.626,4.788,4.957
NGDPD,Finland,53.052,51.935,52.461,50.332,52.229,55.29,72.391,90.191,107.346,116.829,139.232,125.757,110.807,87.457,101.07,130.952,128.379,123.168,129.944,130.494,122.151,124.75,135.662,164.57,189.313,196.118,208.143,246.481,273.253,240.004,237.243,263.656,250.126,265.485,273.021,281.14,290.446,300.177,310.256
NGDPD,France,691.253,608.535,577.691,552.891,523.281,547.856,759.844,918.858,"1,003.21","1,007.94","1,247.38","1,249.67","1,375.85","1,298.36","1,370.65","1,573.10","1,573.12","1,423.08","1,470.90","1,458.34","1,330.22","1,339.49","1,457.14","1,795.64","2,058.41","2,140.21","2,257.78","2,586.12","2,845.12","2,626.54","2,570.59","2,778.09","2,608.70","2,739.27","2,789.03","2,853.58","2,928.84","3,013.21","3,104.73"
NGDPD,Gabon,4.357,3.929,3.682,3.525,3.39,3.57,4.672,3.535,3.898,4.26,6.057,5.498,5.691,5.502,4.265,5.046,5.794,5.421,4.562,4.745,5.157,4.796,5.018,6.165,7.243,8.738,9.543,12.524,15.732,12.076,14.539,18.806,18.376,19.302,20.126,21.014,22.195,23.738,24.12
NGDPD,The Gambia,0.364,0.393,0.346,0.353,0.303,0.276,0.31,0.294,0.35,0.399,0.42,0.505,0.481,0.542,0.529,0.551,0.578,0.591,0.607,0.623,0.61,0.604,0.539,0.533,0.579,0.624,0.655,0.799,0.964,0.901,0.964,0.903,0.918,0.997,1.091,1.17,1.253,1.346,1.45
NGDPD,Georgia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.823,1.897,3.046,3.575,3.62,2.803,3.042,3.205,3.395,3.991,5.126,6.411,7.745,10.173,12.795,10.767,11.638,14.435,15.934,17.007,17.881,18.982,20.617,22.469,24.447
NGDPD,Germany,826.142,695.074,671.155,669.573,630.853,639.695,913.641,"1,136.93","1,225.73","1,216.80","1,547.03","1,815.06","2,068.96","2,008.55","2,152.74","2,525.02","2,437.81","2,159.87","2,181.16","2,133.84","1,891.93","1,882.51","2,013.69","2,428.45","2,729.92","2,771.06","2,905.45","3,328.59","3,640.73","3,307.20","3,312.19","3,607.36","3,400.58","3,597.97","3,660.93","3,730.41","3,805.04","3,880.45","3,958.13"
NGDPD,Ghana,25.956,21.669,36.688,12.249,8.053,8.046,6.74,6.712,7.231,7.414,8.835,11.118,11.257,8.886,7.859,8.403,9.18,10.613,11.916,12.665,7.362,7.435,9.482,11.186,14.557,17.409,20.41,24.758,28.528,25.799,32.186,38.394,38.939,42.715,47.283,52.812,58.4,64.307,70.55
NGDPD,Greece,53.641,49.501,51.655,46.703,45.483,45.133,53.103,61.785,71.951,74.565,92.195,99.422,109.557,102.609,109.825,131.818,139.312,136.071,136.771,140.839,127.604,131.144,147.91,194.99,230.341,240.493,261.956,305.871,343.2,321.849,294.771,290.153,249.201,243.836,242.411,248.865,258.999,269.719,280.557
NGDPD,Grenada,0.101,0.106,0.115,0.123,0.133,0.155,0.174,0.202,0.223,0.258,0.268,0.292,0.304,0.303,0.318,0.335,0.361,0.389,0.445,0.482,0.52,0.52,0.54,0.591,0.599,0.695,0.699,0.759,0.826,0.771,0.77,0.78,0.79,0.822,0.861,0.905,0.956,1.012,1.072
NGDPD,Guatemala,7.319,7.995,8.098,8.406,8.796,10.385,5.615,6.502,7.042,8.118,7.068,8.7,9.597,10.461,11.839,13.315,14.201,16.089,17.305,16.49,17.187,18.703,20.777,21.918,23.965,27.211,30.231,34.113,39.137,37.734,41.341,46.98,49.88,52.867,56.055,59.298,62.76,66.548,70.436
NGDPD,Guinea,1.725,1.711,1.678,1.641,1.672,1.777,1.923,2.042,2.384,2.432,2.667,3.015,3.285,3.279,3.383,3.694,3.869,3.784,3.588,3.461,3.112,3.035,3.209,3.446,3.666,2.937,2.903,4.157,4.517,4.635,4.929,5.124,5.632,6.273,6.348,6.798,7.363,8.743,10.284
NGDPD,Guinea-Bissau,0.233,0.299,0.34,0.383,0.266,0.391,0.382,0.323,0.301,0.362,0.44,0.431,0.381,0.398,0.396,0.752,0.842,0.525,0.394,0.401,0.363,0.385,0.408,0.466,0.523,0.574,0.579,0.692,0.847,0.835,0.837,0.969,0.87,0.94,1.035,1.087,1.152,1.23,1.313
NGDPD,Guyana,0.559,0.536,0.459,0.466,0.434,0.463,0.523,0.484,0.615,0.617,0.643,0.549,0.597,0.711,0.864,0.99,1.12,1.179,1.134,1.107,1.123,1.126,1.16,1.192,1.251,1.312,1.458,1.739,1.923,2.024,2.259,2.577,2.788,3.011,3.264,3.55,3.766,3.976,4.203
NGDPD,Haiti,1.546,1.702,1.77,1.9,2.105,2.337,2.597,1.279,0.841,0.778,0.99,0.888,0.533,0.61,1.775,2.813,2.908,3.339,3.724,4.154,3.954,3.596,3.472,2.962,3.538,4.31,4.756,5.885,6.55,6.552,6.551,7.388,7.902,8.535,9.253,10.17,11.106,12.053,13.016
NGDPD,Honduras,3.061,3.364,3.464,3.671,3.96,4.342,4.543,4.954,5.518,6.164,3.637,3.661,4.079,4.183,4.095,4.724,4.868,5.626,6.278,6.471,7.187,7.61,7.818,8.186,8.821,9.714,10.879,12.318,13.838,14.537,15.784,17.616,18.388,19.025,19.713,20.409,21.019,21.477,21.997
NGDPD,Hong Kong SAR,29.252,31.411,32.678,30.233,33.856,36.068,41.526,51.226,60.499,69.789,78.048,90.17,105.575,121.772,137.577,146.403,161.361,178.969,169.423,165.743,171.669,169.404,166.349,161.386,169.1,181.57,193.534,211.599,219.28,214.046,228.695,248.723,263.021,280.682,304.462,329.826,357.811,388.276,419.861
NGDPD,Hungary,22.613,23.189,23.616,21.432,20.779,21.042,24.238,26.639,29.15,29.759,33.726,34.106,38.01,39.378,42.347,45.574,45.931,46.533,47.952,48.255,46.386,52.721,66.389,83.538,101.926,110.322,112.529,136.092,154.22,126.65,127.956,138.968,126.873,132.669,138.573,144.001,149.707,155.817,162.1
NGDPD,Iceland,3.331,3.441,3.159,2.725,2.822,2.94,3.931,5.439,6.016,5.589,6.364,6.798,6.967,6.123,6.29,7.01,7.31,7.416,8.268,8.734,8.677,7.9,8.914,10.969,13.251,16.32,16.73,20.426,16.831,12.115,12.564,14.064,13.654,14.511,15.318,15.83,16.394,17.266,18.154
NGDPD,India,181.416,195.861,202.861,219.166,220.154,227.873,250.595,276.155,302.221,299.92,323.527,287.233,289.708,283.231,321.553,365.02,376.22,421.042,424.435,453.659,476.35,487.799,510.285,590.968,689.028,806.783,909.474,"1,160.15","1,275.73","1,259.07","1,614.83","1,838.17","1,824.83","1,972.84","2,128.56","2,308.02","2,510.27","2,735.72","2,975.70"
NGDPD,Indonesia,86.31,96.351,98.916,89.659,91.814,91.527,83.915,79.514,88.279,100.873,113.773,127.436,138.321,158.007,176.888,202.131,227.37,215.749,95.445,140.001,165.021,160.447,195.661,234.848,257.032,285.773,364.362,432.183,510.839,538.803,709.543,846.159,878.198,946.391,"1,032.39","1,129.91","1,232.24","1,347.72","1,482.21"
NGDPD,Islamic Republic of Iran,93.772,106.589,133.393,162.432,168.411,79.864,83.336,95.986,84.167,81.219,84.973,97.361,114.775,85.877,67.094,90.838,110.623,106.351,97.869,104.656,96.44,115.435,116.019,137.435,168.481,202.94,241.697,307.355,350.588,360.625,419.118,495.884,548.895,429.246,362.287,388.194,422.321,463.182,507.566
NGDPD,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.642,50.065,65.144,88.833,131.614,111.66,135.488,180.607,212.501,233.292,253.736,276.076,304.645,335.651,370.575
NGDPD,Ireland,21.007,20.024,20.897,20.216,19.498,20.762,27.841,33.007,36.16,37.295,47.261,47.902,53.854,49.902,54.757,67.936,74.24,81.478,88.352,96.742,97.738,105.364,123.603,159.251,186.737,203.104,223.165,258.679,263.263,224.624,207.641,221.224,210.416,222.499,228.799,237.063,245.551,254.576,263.906
NGDPD,Israel,22.637,24.146,25.838,28.765,27.247,25.321,31.171,37.232,46.064,46.806,55.089,62.098,69.026,69.188,78.365,95.985,105.102,108.474,109.82,110.795,124.894,122.942,112.974,118.672,126.572,133.701,145.144,166.343,201.514,194.785,217.69,243.654,240.894,253.683,268.308,282.593,297.947,314.056,332.221
NGDPD,Italy,470.04,426.26,421.268,437.165,431.921,446.033,631.723,792.881,878.449,913.628,"1,140.24","1,204.45","1,278.10","1,027.75","1,060.06","1,132.36","1,266.70","1,199.96","1,226.17","1,209.77","1,107.25","1,124.67","1,229.52","1,517.40","1,737.80","1,789.38","1,874.72","2,130.24","2,318.16","2,116.63","2,059.19","2,196.33","2,014.08","2,076.01","2,097.11","2,134.94","2,178.70","2,226.20","2,270.24"
NGDPD,Jamaica,2.565,2.817,3.235,2.875,2.119,1.993,2.369,2.672,3.184,3.692,4.663,4.285,4.328,5.516,5.529,6.543,7.394,8.4,8.787,8.887,9.065,9.195,9.719,9.43,10.173,11.228,11.943,12.877,13.853,12.276,13.492,14.778,15.249,15.477,16.396,17.359,18.333,19.329,20.323
NGDPD,Japan,"1,086.99","1,201.47","1,116.84","1,218.11","1,294.61","1,384.53","2,051.06","2,485.24","3,015.39","3,017.05","3,103.70","3,536.80","3,852.79","4,414.96","4,850.35","5,333.93","4,706.19","4,324.28","3,914.58","4,432.60","4,731.20","4,159.86","3,980.82","4,302.94","4,655.82","4,571.87","4,356.75","4,356.35","4,849.19","5,035.14","5,495.39","5,897.02","5,963.97","5,149.90","5,285.27","5,418.57","5,556.47","5,740.20","5,930.15"
NGDPD,Jordan,3.908,4.388,4.684,4.922,4.972,5.001,6.404,6.751,6.324,4.252,4.161,4.345,5.369,5.532,6.197,6.731,6.928,7.246,7.912,8.149,8.461,8.975,9.582,10.196,11.411,12.589,15.057,17.111,21.981,23.84,26.447,28.881,31.209,34.076,36.674,39.357,42.203,45.213,48.374
NGDPD,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.875,5.152,11.882,16.64,21.036,22.165,22.134,16.87,18.292,22.153,24.637,30.834,43.152,57.125,81.003,103.142,135.229,115.308,148.047,183.107,196.419,214.143,231.647,255.369,280.655,311.056,345.11
NGDPD,Kenya,10.099,9.513,9.159,8.47,8.788,8.746,10.387,11.387,11.806,11.705,12.18,11.501,11.327,7.869,9.422,11.944,12.046,13.281,13.767,12.883,12.316,13.059,13.191,15.036,16.091,18.739,22.504,27.237,30.467,30.6,32.181,34.059,41.117,46.481,52.203,58.155,63.98,71.821,78.712
NGDPD,Kiribati,0.037,0.039,0.039,0.036,0.039,0.03,0.031,0.032,0.041,0.039,0.037,0.045,0.047,0.046,0.054,0.055,0.066,0.067,0.067,0.071,0.066,0.063,0.072,0.091,0.101,0.105,0.104,0.124,0.131,0.12,0.142,0.164,0.173,0.182,0.186,0.19,0.194,0.198,0.202
NGDPD,Korea,64.385,72.399,77.524,85.962,94.945,98.502,113.737,143.378,192.113,236.233,270.405,315.575,338.171,372.209,435.59,531.139,573.001,532.239,357.51,461.808,533.385,504.584,575.93,643.76,721.976,844.866,951.773,"1,049.24",931.405,834.06,"1,014.89","1,116.25","1,155.87","1,258.59","1,337.12","1,424.48","1,520.59","1,621.98","1,729.88"
NGDPD,Kosovo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.832,2.526,2.676,3.315,3.621,3.741,3.918,4.651,5.668,5.449,5.594,6.452,6.247,6.788,7.181,7.636,8.115,8.593,9.103
NGDPD,Kuwait,28.724,25.249,21.583,20.317,21.457,21.54,17.376,20.817,19.281,23.855,18.293,10.826,19.866,23.996,24.796,27.189,31.492,30.35,25.944,30.123,37.721,34.886,38.135,47.844,59.439,80.806,101.559,114.677,147.391,105.974,119.931,160.984,173.424,173.438,175.229,179.508,184.899,190.713,201.388
NGDPD,Kyrgyz Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.92,0.667,1.121,1.493,1.855,1.766,1.674,1.267,1.368,1.525,1.606,1.919,2.215,2.46,2.837,3.807,5.131,4.683,4.794,6.199,6.473,7.234,8.041,8.715,9.356,10.081,10.885
NGDPD,Lao P.D.R.,1.004,0.587,0.587,1.075,1.539,1.935,1.353,0.953,0.621,0.767,0.915,1.078,1.236,1.392,1.618,1.88,1.956,1.846,1.3,1.422,1.64,1.673,1.758,2.024,2.376,2.726,3.564,4.226,5.293,5.597,6.855,8.302,9.217,10.262,11.196,12.303,13.52,14.862,16.317
NGDPD,Latvia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.558,2.477,4.163,4.973,5.665,6.28,6.919,7.333,7.776,8.221,9.225,11.147,13.735,15.938,19.854,28.651,33.453,25.854,24.099,28.48,28.38,31.115,32.836,34.754,36.707,38.804,41.002
NGDPD,Lebanon,4.074,3.894,2.656,3.66,4.327,3.614,2.817,3.298,3.314,2.718,2.838,4.452,5.546,7.535,9.11,11.119,12.997,15.745,17.289,17.406,17.248,17.595,19.091,19.749,21.445,21.446,22.19,24.958,29.684,34.65,37.124,39.013,41.345,43.842,46.695,49.553,52.584,55.792,59.185
NGDPD,Lesotho,0.402,0.408,0.34,0.363,0.318,0.261,0.302,0.38,0.442,0.468,0.564,0.625,0.739,0.737,0.771,0.85,0.831,0.874,0.835,0.818,0.779,0.709,0.649,0.975,1.237,1.376,1.446,1.614,1.605,1.728,2.219,2.517,2.439,2.616,2.795,3.009,3.24,3.489,3.781
NGDPD,Liberia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,0.605,0.63,0.503,0.578,0.668,0.745,0.949,1.116,1.155,1.292,1.54,1.735,1.963,2.094,2.403,2.534,2.71,2.969
NGDPD,Libya,38.941,33.641,33.541,31.963,29.93,29.44,23.987,22.294,25.067,26.594,30.644,33.908,34.358,30.921,28.796,32.69,35.683,36.531,29.96,35.975,38.271,34.112,20.471,26.186,32.996,47.335,54.976,67.69,87.236,63.069,74.804,34.707,81.915,96.367,100.803,106.812,113.153,118.605,124.932
NGDPD,Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.731,8.427,10.129,11.254,10.971,11.501,12.22,14.238,18.698,22.656,26.1,30.24,39.319,47.483,37.124,36.632,42.865,42.164,45.894,48.649,51.457,54.465,58.158,62.07
NGDPD,Luxembourg,6.472,5.582,4.584,4.5,4.411,4.571,6.65,8.26,9.356,9.962,12.703,13.764,15.419,15.808,17.591,20.693,20.586,18.537,19.377,21.213,20.327,20.215,22.648,29.2,34.122,37.708,42.584,51.394,55,50.189,52.95,59.308,56.738,60.499,61.843,63.481,65.513,67.667,69.908
NGDPD,FYR Macedonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.322,2.555,3.386,4.457,4.414,3.735,3.579,3.677,3.589,3.437,3.763,4.769,5.523,5.996,6.568,8.176,9.89,9.336,9.364,10.606,9.676,10.459,10.931,11.581,12.333,13.075,13.874
NGDPD,Madagascar,4.042,3.595,3.526,3.512,2.939,2.858,3.258,2.566,2.442,2.498,3.081,2.677,3.001,3.371,2.977,3.16,3.995,3.546,3.738,3.721,3.878,4.53,4.397,5.474,4.364,5.039,5.515,7.343,9.413,8.552,8.733,9.901,10.117,10.702,11.287,11.933,13.19,14.583,16.092
NGDPD,Malawi,1.238,1.238,1.18,1.223,1.208,1.131,1.181,1.161,1.334,1.522,1.729,2.204,1.8,2.071,1.2,1.397,2.281,2.664,1.751,1.776,1.743,1.717,2.646,2.4,2.625,2.755,3.117,3.647,4.277,5.034,5.397,5.614,4.212,3.816,4.178,4.561,4.952,5.346,5.778
NGDPD,Malaysia,24.567,25.084,26.882,30.065,34.052,31.3,27.823,31.703,34.747,38.267,43.37,49.134,59.152,66.894,74.483,88.832,100.851,100.169,72.175,79.149,93.789,92.784,100.846,110.202,124.75,143.54,162.749,193.614,231.072,202.284,246.829,287.942,303.527,327.911,353.241,381.272,410.724,441.588,474.77
NGDPD,Maldives,0.063,0.073,0.087,0.094,0.113,0.134,0.158,0.149,0.178,0.201,0.231,0.262,0.306,0.346,0.382,0.466,0.527,0.652,0.693,0.756,0.801,0.767,0.828,0.95,1.076,0.992,1.303,1.542,1.892,1.985,2.134,2.042,2.209,2.388,2.639,2.893,3.163,3.464,3.773
NGDPD,Mali,1.685,1.393,1.247,1.222,1.217,1.227,1.695,1.964,1.967,2.022,2.752,2.781,2.876,2.87,2.157,2.817,2.88,2.756,2.92,2.938,2.663,3.02,3.2,4.23,4.989,5.496,6.128,7.156,8.779,8.988,9.44,10.666,10.319,11.418,12.359,13.23,14.072,15.003,15.971
NGDPD,Malta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.734,3.808,3.77,3.953,4.055,4.043,4.026,4.395,5.247,5.803,6.139,6.564,7.693,8.776,8.314,8.382,9.123,8.689,9.261,9.597,9.962,10.374,10.732,11.08
NGDPD,Marshall Islands,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.106,0.109,0.108,0.111,0.115,0.125,0.127,0.131,0.138,0.143,0.15,0.153,0.152,0.163,0.171,0.182,0.193,0.201,0.208,0.214,0.22,0.226
