WEO Subject Code,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
LP,Switzerland,6.304,6.335,6.373,6.41,6.428,6.456,6.485,6.523,6.567,6.62,6.674,6.757,6.843,6.908,6.969,7.019,7.062,7.081,7.096,7.124,7.164,7.198,7.256,7.314,7.364,7.415,7.459,7.509,7.593,7.785,7.87,7.954,8.002,8.05,8.098,8.147,8.196,8.245,8.294
LP,Syria,9.129,9.444,9.758,10.084,10.419,10.776,11.133,11.511,11.899,12.298,12.721,13.102,13.484,13.865,14.241,14.61,14.973,15.334,15.702,16.091,16.511,16.961,17.438,17.952,18.512,19.121,19.596,20.083,20.581,21.092,21.393,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
LP,Taiwan Province of China,17.866,18.194,18.516,18.791,19.069,19.314,19.509,19.725,19.954,20.157,20.401,20.606,20.803,20.995,21.178,21.357,21.525,21.743,21.929,22.092,22.277,22.406,22.521,22.605,22.689,22.77,22.877,22.958,23.037,23.12,23.162,23.225,23.316,23.407,23.499,23.591,23.683,23.776,23.869
LP,Tajikistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.536,5.573,5.607,5.668,5.735,5.822,5.939,6.127,6.25,6.376,6.507,6.64,6.78,6.92,7.064,7.216,7.374,7.53,7.616,7.801,7.964,8.132,8.302,8.477,8.655,8.836,9.022
LP,Tanzania,19.239,19.85,20.482,21.134,21.808,22.501,23.257,24.044,24.852,25.68,26.374,27.21,28.066,28.935,29.815,30.698,31.57,32.428,33.336,33.654,34.793,35.725,36.449,37.174,38.003,38.831,39.924,41.068,42.268,43.525,44.841,46.218,47.143,48.086,49.047,50.028,51.029,52.05,53.091
LP,Thailand,46.5,47.88,48.85,49.52,50.58,51.8,52.97,53.87,54.96,55.29,56.303,56.961,57.789,58.336,59.095,59.46,60.116,60.816,61.466,61.662,61.879,62.309,62.8,63.08,61.974,62.418,62.829,63.038,63.39,63.525,63.878,64.076,64.377,64.667,64.945,65.211,65.466,65.708,65.938
LP,Timor-Leste,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,0.818,0.845,0.872,0.901,0.923,0.946,0.969,0.992,1.017,1.041,1.067,1.093,1.119,1.145,1.172,1.199,1.227,1.254,1.282
LP,Togo,2.18,2.246,2.609,2.712,2.819,2.926,3.034,3.143,3.251,3.355,3.455,3.548,3.635,3.724,3.822,3.935,4.067,4.214,4.371,4.528,4.678,4.821,4.957,5.09,5.223,5.36,5.495,5.634,5.777,5.902,6.033,6.167,6.304,6.444,6.587,6.733,6.882,7.035,7.191
LP,Tonga,0.092,0.093,0.093,0.094,0.095,0.095,0.094,0.095,0.095,0.096,0.096,0.097,0.097,0.098,0.097,0.098,0.098,0.099,0.099,0.1,0.1,0.1,0.1,0.101,0.101,0.101,0.102,0.102,0.103,0.103,0.104,0.104,0.104,0.105,0.105,0.106,0.106,0.107,0.107
LP,Trinidad and Tobago,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.262,1.267,1.276,1.282,1.291,1.294,1.298,1.303,1.309,1.31,1.318,1.323,1.329,1.335,1.341,1.346,1.352,1.358,1.364
LP,Tunisia,6.39,6.57,6.73,6.89,6.97,7.2,7.48,7.64,7.77,7.91,8.154,8.318,8.49,8.572,8.786,8.958,9.089,9.215,9.333,9.456,9.553,9.651,9.749,9.84,9.932,10.029,10.128,10.225,10.329,10.44,10.547,10.674,10.778,10.918,11.06,11.203,11.349,11.496,11.646
LP,Turkey,42.171,43.119,44.276,46.967,48.071,49.174,50.274,51.37,50.53,51.253,52.436,53.491,54.547,55.455,56.382,57.453,58.533,59.62,62.464,63.364,64.252,65.133,66.008,66.873,67.723,68.566,69.395,70.215,71.095,72.05,73.003,73.95,74.885,75.811,76.707,77.601,78.478,79.337,80.173
LP,Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.861,3.9,4,4.1,4.2,4.658,4.483,4.564,4.643,4.72,4.794,4.867,4.945,5.024,5.104,5.186,5.269,5.353,5.439,5.526,5.614,5.704,5.796,5.888,5.982,6.078,6.175
LP,Tuvalu,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
LP,Uganda,12.528,12.91,13.304,13.719,14.163,14.647,15.172,15.735,16.327,16.936,17.553,18.177,18.808,19.447,20.091,20.744,21.4,22.064,22.744,23.449,24.188,24.963,25.774,26.62,27.5,28.411,29.355,30.331,31.339,32.368,33.425,34.509,35.648,36.824,38.04,39.295,40.592,41.931,43.315
LP,Ukraine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51.708,51.87,51.715,51.3,50.874,50.4,49.974,49.545,49.115,48.664,48.241,47.823,47.442,47.101,46.749,46.466,46.192,45.963,45.783,45.598,45.453,45.226,45,44.775,44.551,44.328,44.107
LP,United Arab Emirates,1.01,1.1,1.17,1.21,1.31,1.38,1.44,1.5,1.79,1.86,1.844,1.928,2.011,2.083,2.23,2.411,2.443,2.58,2.834,3.033,2.995,3.167,3.349,3.551,3.761,4.106,4.229,4.488,4.765,5.066,5.218,5.375,5.536,5.702,5.873,6.049,6.218,6.393,6.572
LP,United Kingdom,56.33,56.357,56.291,56.316,56.409,56.554,56.684,56.804,56.916,57.076,57.237,57.439,57.585,57.714,57.862,58.025,58.164,58.314,58.475,58.684,58.886,59.113,59.319,59.552,59.842,60.235,60.584,60.986,61.398,61.792,62.262,62.735,63.244,63.758,64.271,64.776,65.271,65.755,66.232
LP,United States,227.622,229.916,232.128,234.247,236.307,238.416,240.593,242.751,244.968,247.286,250.047,253.392,256.777,260.146,263.325,266.458,269.581,272.822,276.022,279.195,282.296,285.216,288.019,290.733,293.389,296.115,298.93,301.903,304.718,307.374,309.733,311.943,314.184,316.845,319.701,322.583,325.491,328.425,331.386
LP,Uruguay,2.912,2.932,2.951,2.97,2.989,3.008,3.025,3.042,3.06,3.077,3.094,3.112,3.131,3.149,3.179,3.199,3.219,3.256,3.274,3.289,3.301,3.308,3.309,3.304,3.302,3.306,3.314,3.324,3.334,3.345,3.357,3.369,3.381,3.392,3.404,3.416,3.428,3.44,3.452
LP,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.36,21.853,22.282,22.69,23.13,23.867,24.231,24.583,24.908,25.211,25.523,25.802,26.116,26.408,26.759,27.167,27.553,28,28.5,29.1,29.449,29.803,30.16,30.522,30.888,31.259,31.634
LP,Vanuatu,0.115,0.119,0.123,0.126,0.13,0.135,0.139,0.141,0.145,0.146,0.148,0.151,0.154,0.157,0.164,0.169,0.173,0.177,0.182,0.187,0.191,0.195,0.2,0.204,0.209,0.214,0.219,0.224,0.229,0.234,0.239,0.245,0.25,0.256,0.262,0.268,0.274,0.28,0.287
LP,Venezuela,14.946,15.403,15.861,16.309,16.767,17.234,17.443,17.881,18.329,18.777,19.403,19.871,20.339,20.806,21.274,21.742,22.209,22.667,23.135,23.593,24.06,24.541,25.018,25.51,25.987,26.48,26.835,27.284,27.733,28.182,28.631,29.072,29.517,29.985,30.457,30.933,31.416,31.907,32.407
LP,Vietnam,54.18,55.31,56.4,57.47,58.57,59.71,60.92,62.3,63.5,64.774,66.017,67.242,68.45,69.645,70.825,71.996,73.157,74.307,75.456,76.597,77.635,78.686,79.727,80.899,82.032,83.106,84.156,85.155,86.177,87.211,88.257,89.316,90.388,91.473,92.571,93.681,94.806,95.943,97.095
LP,Yemen,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.086,12.66,13.289,13.948,14.6,15.219,15.796,16.339,16.863,17.39,17.937,18.506,19.094,19.702,20.329,20.975,21.622,22.29,22.978,23.687,24.398,25.13,25.884,26.66,27.46,28.284,29.132,29.977,30.816
LP,Zambia,5.831,6.023,6.216,6.411,6.609,6.809,7.013,7.223,7.441,7.669,7.91,8.152,8.395,8.639,8.902,9.258,9.603,9.939,10.264,10.365,10.467,10.724,10.972,11.219,11.472,11.738,12.019,12.314,12.62,12.935,13.257,13.585,13.921,14.264,14.617,14.98,15.354,15.738,16.128
LP,Zimbabwe,7.359,7.575,7.893,8.145,8.404,8.701,8.974,9.256,9.546,9.846,10.155,10.474,10.803,11.182,11.567,11.958,12.353,12.23,12.199,12.166,12.134,12.103,12.07,12.203,12.337,12.473,12.459,12.491,12.575,12.674,12.773,12.873,12.974,13.116,13.26,13.406,13.553,13.702,13.852
GGXWDG_NGDP,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGXWDG_NGDP,Albania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,84.604,75.713,72.67,69.634,65.86,65.464,60.708,57.413,57.843,56.682,53.431,54.702,59.297,57.821,58.577,60.597,61.785,62.395,63.128,63.994,64.916,65.796
GGXWDG_NGDP,Algeria,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,77.834,62.926,74.028,98.376,116.195,98.148,69.855,72.863,82.019,62.813,58.264,54.683,44.535,36.846,27.218,26.824,13.414,8.068,10.45,11.084,11.076,9.9,8.964,8.399,7.844,7.32,6.785,6.393
GGXWDG_NGDP,Angola,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,110.223,107.599,74.804,67.443,54.09,44.802,21.616,21.402,31.617,36.454,37.628,31.507,29.295,32.772,34.711,36.469,37.967,38.815,37.641
GGXWDG_NGDP,Antigua and Barbuda,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,84.537,99.686,96.99,108.561,113.44,128.165,127.519,122.985,94.99,90.868,79.202,77.271,102.46,90.782,92.869,89.15,91.908,86.199,80.688,75.43,70.61,66.275
GGXWDG_NGDP,Argentina,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.08,38.181,43.492,45.621,53.621,164.991,139.447,127.033,87.12,76.444,67.387,58.512,58.701,49.178,44.939,44.887,42.445,41.654,40.484,39.037,37.281,35.383
GGXWDG_NGDP,Armenia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.204,36.644,35.583,38.987,39.362,37.824,38.105,32.88,26.432,20.467,16.183,14.249,14.631,34.136,33.741,35.526,39.548,42.588,45.18,44.464,44.841,43.845,44.739
GGXWDG_NGDP,Australia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.069,16.426,21.607,27.668,30.667,31.746,31.138,29.302,25.93,23.761,22.54,19.53,17.151,15.075,13.227,11.968,10.921,10.008,9.712,11.774,16.842,20.484,24.128,27.159,27.559,26.669,25.117,23.595,21.88,17.094
GGXWDG_NGDP,Austria,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.648,56.609,56.207,56.411,56.304,60.927,64.035,68.199,68.135,64.116,64.426,66.818,66.193,66.813,66.213,65.272,64.706,64.193,62.306,60.223,63.83,69.19,71.959,72.422,73.717,74.222,73.657,72.676,71.846,70.579,69.407
GGXWDG_NGDP,Azerbaijan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.837,24.204,22.853,21.687,20.169,13.334,10.241,8.608,7.297,11.792,11.148,10.107,11.599,13.901,13.418,15.48,15.959,16.225,15.172
GGXWDG_NGDP,The Bahamas,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.184,26.004,29.252,31.151,30.993,30.741,30.196,27.277,25.895,24.438,24.178,25.216,26.861,28.704,29.239,29.449,30.825,32.613,38.13,45.458,48.375,51.856,56.5,58.905,59.202,58.865,59.056,58.248
GGXWDG_NGDP,Bahrain,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.271,7.893,7.703,7.136,6.751,16.474,15.817,17.724,23.582,29.463,29.283,30.06,32.064,36.873,34.408,28.705,23.644,19.226,14.581,25.399,35.535,36.481,33.727,35.663,39.804,44.332,49.351,54.89,61.208
GGXWDG_NGDP,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGXWDG_NGDP,Barbados,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.212,44.357,42.908,39.655,34.781,34.492,40.158,46.621,48.064,47.577,47.837,46.283,45.944,53.162,56.131,63.926,72.622,75.327,72.634,72.262,71.272,70.001,67.838,64.852,61.58
GGXWDG_NGDP,Belarus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.715,8.391,11.094,18.347,21.726,34.872,42.039,43.425,36.905,33.777,32.151,32.175,33.659,35.144,36.486
GGXWDG_NGDP,Belgium,76.149,88.93,98.794,109.358,113.646,118.381,123.619,128.138,128.593,125.342,129.209,130.686,133.549,137.755,135.928,130.18,127.151,122.511,117.23,113.571,107.779,106.483,103.387,98.364,94.024,91.952,87.951,84.006,89.198,95.67,95.538,97.779,99.6,100.334,99.818,99.03,97.516,95.301,92.683
GGXWDG_NGDP,Belize,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,85.171,92.457,101.688,99.508,96.533,91.173,85.74,80.786,84.385,84.41,82.251,78.106,81.782,98.863,96.554,94.519,92.886,91.691
GGXWDG_NGDP,Benin,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,58.925,55.67,45.753,35.073,32.811,40.641,12.496,21.166,26.902,27.298,30.225,31.197,32.525,28.684,27.853,27.028,26.088,24.747,25.065
GGXWDG_NGDP,Bhutan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,62.373,55.104,40.142,38.171,34.164,37.71,40.64,45.613,54.235,60.141,73.304,80.654,84.858,84.871,74.559,66.16,67.706,54.403,65.066,72.075,82.43,97.915,111.303,115.292,115.116,111.715
GGXWDG_NGDP,Bolivia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66.891,59.957,69.144,74.066,89.567,80.375,55.23,40.506,37.155,39.992,38.52,34.687,33.09,34.208,33.325,32.204,31.114,29.872,28.485
GGXWDG_NGDP,Bosnia and Herzegovina,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.397,56.039,34.686,35.23,31.198,27.635,25.487,25.484,21.168,18.639,31.005,35.941,39.305,40.444,44.265,42.12,39.372,37.043,34.365,31.71,31.334
GGXWDG_NGDP,Botswana,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.141,8.809,7.99,8.088,6.924,10.737,9.673,6.982,5.356,7.118,6.353,15.793,17.563,16.732,14.92,13.403,11.699,10.137,8.778,7.587,6.55
GGXWDG_NGDP,Brazil,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,66.651,70.239,79.802,74.782,70.758,69.166,66.678,65.191,63.544,66.921,65.154,64.944,68.469,67.162,65.864,64.474,62.731,61.345,60.377
GGXWDG_NGDP,Brunei Darussalam,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0.758,1.044,1.23,1.233,2.41,2.406,2.451,2.315,2.177,2.005,1.961,1.881
GGXWDG_NGDP,Bulgaria,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,75.285,68.583,54.82,46.476,39.07,29.431,23.405,18.555,15.456,15.575,14.937,15.442,18.497,17.833,20.19,18.287,17.736,14.644,11.868
GGXWDG_NGDP,Burkina Faso,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.669,44.619,45.836,44.092,22.599,22.035,23.619,26.124,27.115,29.27,27.695,25.167,24.345,23.818,23.448,23.087,22.924
GGXWDG_NGDP,Burundi,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,136.426,127.388,159.082,171.962,181.041,136.962,130.275,128.462,111.533,40.003,39.421,36.239,32.002,28.585,26.085,24.096,22.777,21.072,18.958
GGXWDG_NGDP,Cambodia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.32,32.024,37.458,34.785,35.355,34.934,39.799,43.164,41.673,36.038,32.667,30.625,27.462,28.918,29.059,28.53,28.503,28.093,28.282,27.798,27.166,26.314,25.746
GGXWDG_NGDP,Cameroon,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,82.991,70.807,64.295,60.268,61.622,51.546,15.863,11.956,9.546,10.646,12.109,13.907,14.859,17.741,21.607,25.267,28.8,32.396,35.334
GGXWDG_NGDP,Canada,45.632,46.933,52.668,58.403,61.674,66.869,70.999,71.449,71.084,72.247,75.19,82.34,90.232,96.324,97.962,101.601,101.719,96.318,95.165,91.369,82.127,82.659,80.554,76.562,72.601,71.608,70.255,66.518,71.283,81.395,83.009,83.407,85.641,87.027,84.581,83.028,81.625,79.878,78.179
GGXWDG_NGDP,Cape Verde,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.311,89.097,92.646,95.74,86.776,73.9,67.914,68.839,74.958,92.589,103.353,106.328,106.182,102.485,96.891,91.596,88.644
GGXWDG_NGDP,Central African Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,92.839,103.34,100.528,102.657,103.927,108.771,94.744,79.073,80.164,36.799,32.311,32.617,30.597,28.283,25.37,22.645,20.616,19.261,18.151
GGXWDG_NGDP,Chad,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67.219,74.775,63.675,56.933,46.404,34.203,30.117,31.238,26.036,23.426,30.462,32.832,36.084,34.454,36.109,34.27,31.773,31.981,31.769,31.899
GGXWDG_NGDP,Chile,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42.732,36.615,30.006,27.704,22.352,17.048,14.753,12.913,12.182,13.338,13.189,14.393,15.084,12.64,10.293,6.996,4.994,3.89,4.92,5.834,8.599,11.137,11.222,11.121,11.398,11.766,12.07,12.198,12.264
GGXWDG_NGDP,China,n/a,n/a,n/a,n/a,0.971,3.305,3.241,3.599,4.461,6.497,6.948,7.428,4.981,6.713,6.137,6.137,6.787,6.553,11.401,13.812,16.445,17.711,18.937,19.245,18.535,17.635,16.187,19.591,16.963,17.67,33.538,25.47,22.849,21.301,19.951,18.31,16.446,14.189,11.564
GGXWDG_NGDP,Colombia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.335,25.316,27.513,34.054,36.342,40.919,43.924,45.629,42.897,38.541,36.78,32.685,30.878,36.148,36.515,35.77,32.838,31.983,31.23,29.931,28.48,27.076,25.923
GGXWDG_NGDP,Comoros,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,101.939,89.705,81.666,74.824,72.797,67.526,65.651,61.794,57.489,53.529,50.326,46.138,42.613,39.726,35.978,32.253,28.505,25.415,22.566
GGXWDG_NGDP,Democratic Republic of the Congo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,237.276,220.346,214.153,180.423,195.996,147.927,148.985,126.129,133.066,136.35,38.368,32.961,36.047,41.344,46.193,49.704,50.421,49.672,47.232
GGXWDG_NGDP,Republic of Congo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,138.937,137.778,129.495,170.464,270.183,262.809,212.208,219.989,264.443,231.632,163.223,195.784,180.289,204.372,198.679,108.271,98.816,97.957,68.063,57.238,23.865,22.497,21.136,25.39,26.05,22.884,21.582,17.721,15.873
GGXWDG_NGDP,Costa Rica,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.578,38.611,40.785,39.996,41.035,37.47,33.311,27.552,24.783,27.233,29.207,30.88,34.821,35.899,37.261,39.965,42.901,45.848,48.813
GGXWDG_NGDP,C?te d'Ivoire,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,116.363,102.508,106.298,105.215,104.418,93.578,90.439,84.901,86.282,84.242,75.636,75.282,66.48,66.433,94.882,49.07,45.396,42.84,40.912,39.195,37.762,37.757
GGXWDG_NGDP,Croatia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.773,35.432,37.638,38.154,35.402,32.852,29.304,35.821,42.621,47.24,56.282,59.535,61.892,63.464,65.026,66.194,67.267
GGXWDG_NGDP,Cyprus,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50.675,53.451,58.321,63.869,64.623,60.791,62.265,66.526,69.587,71.579,70.815,65.443,58.796,48.891,58.532,61.339,71.068,86.205,n/a,n/a,n/a,n/a,n/a,n/a
GGXWDG_NGDP,Czech Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.992,11.927,12.584,14.48,15.827,17.797,23.887,27.065,28.579,28.943,28.414,28.28,27.943,28.696,34.2,37.809,40.816,43.146,44.834,46.088,46.59,46.983,47.449,48.075
GGXWDG_NGDP,Denmark,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67.98,80.063,76.495,72.579,69.444,65.448,61.438,58.076,52.407,49.557,49.465,47.21,45.131,37.758,32.075,27.541,33.376,40.676,42.747,46.393,50.102,51.752,52.448,52.662,51.736,50.681,49.287
GGXWDG_NGDP,Djibouti,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.314,36.104,32.93,33.094,34.382,42.995,43.249,41.365,36.749,38.618,40.054,38.851,35.098,36.32,36.157,37.175
GGXWDG_NGDP,Dominica,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,55.124,58.054,55.24,54.869,57.952,59.632,55.586,49.588,58.474,64.123,71.427,101.788,100.193,96.6,87.891,83.787,78.981,72.986,65.25,64.195,69.879,70.665,72.164,73.576,74.728,75.689,76.44,77.18,78.172
GGXWDG_NGDP,Dominican Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.148,13.562,16.398,17.005,16.785,20.227,38.018,24.126,22.919,21.029,18.919,25.034,28.432,28.99,30.304,33.486,34.957,36.192,35.272,34.37,33.545,32.676
GGXWDG_NGDP,Ecuador,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,61.487,52.123,44.932,39.091,34.801,28.831,27.197,22.608,17.689,20.919,19.937,18.613,20.033,20.622,21.083,22.436,23.741,26.903
GGXWDG_NGDP,Egypt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.44,102.291,101.451,103.292,90.347,80.193,70.197,73.025,73.172,76.639,80.155,85.216,82.569,79.3,75.241,70.759,65.482
GGXWDG_NGDP,El Salvador,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.277,34.691,32.563,28.147,28.652,27.378,24.469,25.344,26.516,32.429,37.458,39.143,39.406,38.549,39.099,38.031,39.253,48.214,49.664,50.059,52.193,54.349,55.813,57.207,58.525,59.691,59.834
GGXWDG_NGDP,Equatorial Guinea,182.639,276.112,325.571,323.848,322.162,229.511,190.427,176.505,192.974,233.592,196.097,211.661,170.95,190.565,269.749,170.955,113.89,57.78,73.982,75.536,42.54,29.892,25.732,12.885,7.628,3.696,2.014,1.324,0.778,6.043,5.987,8.826,8.177,6.067,3.525,1.24,1.182,1.192,1.194
GGXWDG_NGDP,Eritrea,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,159.379,173.538,177.082,192.03,140.765,156.215,151.644,156.656,174.915,144.602,143.767,133.026,125.785,123.774,123.252,126.007,125.817,130.648,134.254
GGXWDG_NGDP,Estonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.957,7.386,6.156,5.471,5.986,5.123,4.784,5.729,5.616,5.025,4.572,4.411,3.685,4.542,7.203,6.68,6.051,8.498,9.66,9.101,8.624,8.154,7.701,7.262
GGXWDG_NGDP,Ethiopia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88.871,142.463,156.815,148.139,134.212,80.587,89.513,98.095,97.446,99.497,115.792,115.33,105.702,76.033,38.985,36.836,30.453,25.059,27.649,25.932,21.551,23.022,23.788,24.046,24.194,24.278,24.502
